close,high,low,open,symbol,volume,id,key,subkey,date,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
134.99,136.31,134.61,135.73,AAPL,83305367,HISTORICAL_PRICES,AAPL,,2021-02-02,1628262978000,0.04311876980140648,0.04311876980140648,135.73,134.99,136.31,134.61,83305367,135.0953,134.3587,135.6725,133.9805,83305367,"Feb 2, 21",0.8500000000000227,0.0063
133.94,135.77,133.61,135.76,AAPL,89880937,HISTORICAL_PRICES,AAPL,,2021-02-03,1628263064000,0.03500502279576541,0.03500502279576541,135.76,133.94,135.77,133.61,89880937,135.1251,133.3136,135.1351,132.9852,89880937,"Feb 3, 21",-1.0500000000000114,-0.0078
137.39,137.4,134.59,136.3,AAPL,84183061,HISTORICAL_PRICES,AAPL,,2021-02-04,1628263089000,0.06166447724287142,0.06166447724287142,136.3,137.39,137.4,134.59,84183061,135.6626,136.7475,136.7574,133.9606,84183061,"Feb 4, 21",3.4499999999999886,0.0258
136.76,137.42,135.86,137.35,AAPL,75693830,HISTORICAL_PRICES,AAPL,,2021-02-05,1628262969000,0.05679622903948686,0.05679622903948686,137.35,136.76,137.42,135.86,75693830,136.912,136.3239,136.9817,135.4267,75693830,"Feb 5, 21",-0.6299999999999955,-0.0046
136.91,136.96,134.92,136.03,AAPL,71297214,HISTORICAL_PRICES,AAPL,,2021-02-08,1628263021000,0.05795533575457847,0.05795533575457847,136.03,136.91,136.96,134.92,71297214,135.5962,136.4734,136.5232,134.4897,71297214,"Feb 8, 21",0.15000000000000568,0.0011
136.01,137.877,135.85,136.62,AAPL,76774213,HISTORICAL_PRICES,AAPL,,2021-02-09,1628263001000,0.051000695464029015,0.051000695464029015,136.62,136.01,137.877,135.85,76774213,136.1843,135.5762,137.4373,135.4168,76774213,"Feb 9, 21",-0.9000000000000057,-0.0066
135.39,136.99,134.4,136.48,AAPL,73046563,HISTORICAL_PRICES,AAPL,,2021-02-10,1628263006000,0.04620972104165049,0.04620972104165049,136.48,135.39,136.99,134.4,73046563,136.0447,134.9582,136.5531,133.9714,73046563,"Feb 10, 21",-0.6200000000000045,-0.0046
135.13,136.39,133.77,135.9,AAPL,64280029,HISTORICAL_PRICES,AAPL,,2021-02-11,1628263081000,0.04420060273549184,0.04420060273549184,135.9,135.13,136.39,133.77,64280029,135.4666,134.6991,135.955,133.3434,64280029,"Feb 11, 21",-0.2599999999999909,-0.0019
135.37,135.53,133.6921,134.35,AAPL,60145130,HISTORICAL_PRICES,AAPL,,2021-02-12,1628263067000,0.046055173479638424,0.046055173479638424,134.35,135.37,135.53,133.6921,60145130,133.9215,134.9383,135.0978,133.2657,60145130,"Feb 12, 21",0.2400000000000091,0.0018
133.19,136.01,132.79,135.49,AAPL,80576316,HISTORICAL_PRICES,AAPL,,2021-02-16,1628263007000,0.02920948922030756,0.02920948922030756,135.49,133.19,136.01,132.79,80576316,135.0579,132.7652,135.5762,132.3665,80576316,"Feb 16, 21",-2.180000000000007,-0.0161
130.84,132.22,129.47,131.25,AAPL,98085249,HISTORICAL_PRICES,AAPL,,2021-02-17,1628263045000,0.011050150683873015,0.011050150683873015,131.25,130.84,132.22,129.47,98085249,130.8314,130.4227,131.7983,129.0571,98085249,"Feb 17, 21",-2.3499999999999943,-0.0176
129.71,129.995,127.41,129.2,AAPL,96856748,HISTORICAL_PRICES,AAPL,,2021-02-18,1628263063000,0.0023182134301832267,0.0023182134301832267,129.2,129.71,129.995,127.41,96856748,128.788,129.2963,129.5804,127.0037,96856748,"Feb 18, 21",-1.1299999999999955,-0.0086
129.87,130.71,128.8,130.24,AAPL,87668834,HISTORICAL_PRICES,AAPL,,2021-02-19,1628263183000,0.0035545939262808745,0.0035545939262808745,130.24,129.87,130.71,128.8,87668834,129.8246,129.4558,130.2931,128.3892,87668834,"Feb 19, 21",0.1599999999999966,0.0012
126,129.72,125.6,128.01,AAPL,103916419,HISTORICAL_PRICES,AAPL,,2021-02-22,1628263021000,-0.026350359323081652,-0.026350359323081652,128.01,126,129.72,125.6,103916419,127.6018,125.5982,129.3063,125.1994,103916419,"Feb 22, 21",-3.8700000000000045,-0.0298
125.86,126.71,118.39,123.76,AAPL,158273022,HISTORICAL_PRICES,AAPL,,2021-02-23,1628262978000,-0.027432192257167122,-0.027432192257167122,123.76,125.86,126.71,118.39,158273022,123.3653,125.4586,126.3059,118.0124,158273022,"Feb 23, 21",-0.14000000000000057,-0.0011
125.35,125.56,122.23,124.94,AAPL,111039904,HISTORICAL_PRICES,AAPL,,2021-02-24,1628262974000,-0.031373155088478495,-0.031373155088478495,124.94,125.35,125.56,122.23,111039904,124.5415,124.9502,125.1596,121.8402,111039904,"Feb 24, 21",-0.5100000000000051,-0.0041
120.99,126.4585,120.54,124.68,AAPL,148199540,HISTORICAL_PRICES,AAPL,,2021-02-25,1628263122000,-0.06506452360714012,-0.06506452360714012,124.68,120.99,126.4585,120.54,148199540,124.2824,120.6041,126.0552,120.1556,148199540,"Feb 25, 21",-4.359999999999999,-0.0348
121.26,124.85,121.2,122.59,AAPL,164560394,HISTORICAL_PRICES,AAPL,,2021-02-26,1628263122000,-0.06297813151997521,-0.06297813151997521,122.59,121.26,124.85,121.2,164560394,122.199,120.8733,124.4518,120.8135,164560394,"Feb 26, 21",0.27000000000001023,0.0022
127.79,127.93,122.79,123.75,AAPL,116307892,HISTORICAL_PRICES,AAPL,,2021-03-01,1628262974000,-0.012518352522988876,-0.012518352522988876,123.75,127.79,127.93,122.79,116307892,123.3553,127.3825,127.522,122.3984,116307892,"Mar 1, 21",6.530000000000001,0.0539
125.12,128.72,125.01,128.41,AAPL,102260945,HISTORICAL_PRICES,AAPL,,2021-03-02,1628263082000,-0.033150452051618824,-0.033150452051618824,128.41,125.12,128.72,125.01,102260945,128.0005,124.721,128.3095,124.6113,102260945,"Mar 2, 21",-2.6700000000000017,-0.0209
122.06,125.71,121.84,124.81,AAPL,112966340,HISTORICAL_PRICES,AAPL,,2021-03-03,1628262978000,-0.05679622903948686,-0.05679622903948686,124.81,122.06,125.71,121.84,112966340,124.412,121.6707,125.3091,121.4514,112966340,"Mar 3, 21",-3.0600000000000023,-0.0245
120.13,123.6,118.62,121.75,AAPL,178154975,HISTORICAL_PRICES,AAPL,,2021-03-04,1628263007000,-0.0717100687736651,-0.0717100687736651,121.75,120.13,123.6,118.62,178154975,121.3617,119.7469,123.2058,118.2417,178154975,"Mar 4, 21",-1.9300000000000068,-0.0158
121.42,121.935,117.57,120.98,AAPL,153766601,HISTORICAL_PRICES,AAPL,,2021-03-05,1628263007000,-0.06174175102387756,-0.06174175102387756,120.98,121.42,121.935,117.57,153766601,120.5942,121.0328,121.5461,117.1951,153766601,"Mar 5, 21",1.2900000000000063,0.0107
116.36,121,116.21,120.93,AAPL,154376610,HISTORICAL_PRICES,AAPL,,2021-03-08,1628262974000,-0.10084228421296652,-0.10084228421296652,120.93,116.36,121,116.21,154376610,120.5443,115.9889,120.6141,115.8394,154376610,"Mar 8, 21",-5.060000000000002,-0.0417
121.085,122.06,118.79,119.03,AAPL,129525780,HISTORICAL_PRICES,AAPL,,2021-03-09,1628263064000,-0.06433042268758213,-0.06433042268758213,119.03,121.085,122.06,118.79,129525780,118.6504,120.6988,121.6707,118.4112,129525780,"Mar 9, 21",4.724999999999994,0.0406
119.98,122.17,119.45,121.69,AAPL,111943326,HISTORICAL_PRICES,AAPL,,2021-03-10,1628263064000,-0.07286917548875661,-0.07286917548875661,121.69,119.98,122.17,119.45,111943326,121.3019,119.5974,121.7804,119.0691,111943326,"Mar 10, 21",-1.1049999999999898,-0.0091
121.96,123.21,121.26,122.54,AAPL,103026514,HISTORICAL_PRICES,AAPL,,2021-03-11,1628263006000,-0.05756896684954797,-0.05756896684954797,122.54,121.96,123.21,121.26,103026514,122.1492,121.5711,122.8171,120.8733,103026514,"Mar 11, 21",1.9799999999999898,0.0165
121.03,121.17,119.16,120.4,AAPL,88105050,HISTORICAL_PRICES,AAPL,,2021-03-12,1628263082000,-0.06475542848311565,-0.06475542848311565,120.4,121.03,121.17,119.16,88105050,120.016,120.644,120.7836,118.78,88105050,"Mar 12, 21",-0.9299999999999926,-0.0076
123.99,124,120.42,121.41,AAPL,92590555,HISTORICAL_PRICES,AAPL,,2021-03-15,1628262974000,-0.04188238930530872,-0.04188238930530872,121.41,123.99,124,120.42,92590555,121.0228,123.5946,123.6045,120.036,92590555,"Mar 15, 21",2.9599999999999937,0.0245
125.57,127.22,124.715,125.7,AAPL,115227936,HISTORICAL_PRICES,AAPL,,2021-03-16,1628263001000,-0.029673131906344203,-0.029673131906344203,125.7,125.57,127.22,124.715,115227936,125.2991,125.1695,126.8143,124.3173,115227936,"Mar 16, 21",1.5799999999999983,0.0127
124.76,125.8599,122.336,124.05,AAPL,111932636,HISTORICAL_PRICES,AAPL,,2021-03-17,1628263001000,-0.035932308167838586,-0.035932308167838586,124.05,124.76,125.8599,122.336,111932636,123.6544,124.3621,125.4585,121.9459,111932636,"Mar 17, 21",-0.8099999999999881,-0.0065
120.53,123.18,120.32,122.88,AAPL,121469755,HISTORICAL_PRICES,AAPL,,2021-03-18,1628263122000,-0.06861911753342087,-0.06861911753342087,122.88,120.53,123.18,120.32,121469755,122.4881,120.1456,122.7872,119.9363,121469755,"Mar 18, 21",-4.230000000000004,-0.0339
119.99,121.43,119.675,119.9,AAPL,185549522,HISTORICAL_PRICES,AAPL,,2021-03-19,1628263063000,-0.07279190170775057,-0.07279190170775057,119.9,119.99,121.43,119.675,185549522,119.5176,119.6073,121.0427,119.2933,185549522,"Mar 19, 21",-0.5400000000000063,-0.0045
123.39,123.87,120.26,120.33,AAPL,111912284,HISTORICAL_PRICES,AAPL,,2021-03-22,1628263082000,-0.04651881616567496,-0.04651881616567496,120.33,123.39,123.87,120.26,111912284,119.9462,122.9965,123.475,119.8765,111912284,"Mar 22, 21",3.4000000000000057,0.0283
122.54,124.24,122.14,123.33,AAPL,95467142,HISTORICAL_PRICES,AAPL,,2021-03-23,1628263067000,-0.053087087551193804,-0.053087087551193804,123.33,122.54,124.24,122.14,95467142,122.9367,122.1492,123.8438,121.7505,95467142,"Mar 23, 21",-0.8499999999999943,-0.0069
120.09,122.9,120.065,122.82,AAPL,88530485,HISTORICAL_PRICES,AAPL,,2021-03-24,1628263089000,-0.07201916389768946,-0.07201916389768946,122.82,120.09,122.9,120.065,88530485,122.4283,119.707,122.5081,119.6821,88530485,"Mar 24, 21",-2.450000000000003,-0.02
120.59,121.66,119,119.54,AAPL,98844681,HISTORICAL_PRICES,AAPL,,2021-03-25,1628263082000,-0.06815547484738423,-0.06815547484738423,119.54,120.59,121.66,119,98844681,119.1588,120.2054,121.272,118.6205,98844681,"Mar 25, 21",0.5,0.0042
121.21,121.48,118.92,120.35,AAPL,94071234,HISTORICAL_PRICES,AAPL,,2021-03-26,1628263007000,-0.06336450042500581,-0.06336450042500581,120.35,121.21,121.48,118.92,94071234,119.9662,120.8234,121.0926,118.5407,94071234,"Mar 26, 21",0.6199999999999903,0.0051
121.39,122.58,120.7299,121.65,AAPL,80819203,HISTORICAL_PRICES,AAPL,,2021-03-29,1628262978000,-0.061973572366895886,-0.061973572366895886,121.65,121.39,122.58,120.7299,80819203,121.262,121.0029,122.1891,120.3449,80819203,"Mar 29, 21",0.18000000000000682,0.0015
119.9,120.4031,118.86,120.11,AAPL,85671919,HISTORICAL_PRICES,AAPL,,2021-03-30,1628262974000,-0.07348736573680544,-0.07348736573680544,120.11,119.9,120.4031,118.86,85671919,119.727,119.5176,120.0191,118.4809,85671919,"Mar 30, 21",-1.4899999999999949,-0.0123
122.15,123.52,121.15,121.65,AAPL,118323826,HISTORICAL_PRICES,AAPL,,2021-03-31,1628263018000,-0.05610076501043189,-0.05610076501043189,121.65,122.15,123.52,121.15,118323826,121.262,121.7604,123.1261,120.7636,118323826,"Mar 31, 21",2.25,0.0188
123,124.18,122.49,123.66,AAPL,75089134,HISTORICAL_PRICES,AAPL,,2021-04-01,1628262969000,-0.04953249362491304,-0.04953249362491304,123.66,123,124.18,122.49,75089134,123.2656,122.6077,123.784,122.0994,75089134,"Apr 1, 21",0.8499999999999943,0.007
125.9,126.1601,123.07,123.87,AAPL,88651175,HISTORICAL_PRICES,AAPL,,2021-04-05,1628263183000,-0.027123097133142655,-0.027123097133142655,123.87,125.9,126.1601,123.07,88651175,123.475,125.4985,125.7578,122.6775,88651175,"Apr 5, 21",2.9000000000000057,0.0236
126.21,127.13,125.65,126.5,AAPL,80171253,HISTORICAL_PRICES,AAPL,,2021-04-06,1628263122000,-0.024727609921953504,-0.024727609921953504,126.5,126.21,127.13,125.65,80171253,126.0966,125.8075,126.7246,125.2493,80171253,"Apr 6, 21",0.30999999999998806,0.0025
127.9,127.92,125.14,125.83,AAPL,83466716,HISTORICAL_PRICES,AAPL,,2021-04-07,1628262974000,-0.011668340931921728,-0.011668340931921728,125.83,127.9,127.92,125.14,83466716,125.4287,127.4921,127.512,124.7409,83466716,"Apr 7, 21",1.690000000000012,0.0134
130.36,130.39,128.52,128.95,AAPL,88844591,HISTORICAL_PRICES,AAPL,,2021-04-08,1628262969000,0.007341009195580072,0.007341009195580072,128.95,130.36,130.39,128.52,88844591,128.5388,129.9443,129.9742,128.1101,88844591,"Apr 8, 21",2.460000000000008,0.0192
132.995,133.04,129.47,129.8,AAPL,106686703,HISTORICAL_PRICES,AAPL,,2021-04-09,1628263045000,0.027702650490688572,0.027702650490688572,129.8,132.995,133.04,129.47,106686703,129.386,132.5709,132.6157,129.0571,106686703,"Apr 9, 21",2.634999999999991,0.0202
131.24,132.85,130.63,132.52,AAPL,91419983,HISTORICAL_PRICES,AAPL,,2021-04-12,1628263021000,0.014141101924117244,0.014141101924117244,132.52,131.24,132.85,130.63,91419983,132.0974,130.8215,132.4263,130.2134,91419983,"Apr 12, 21",-1.7549999999999955,-0.0132
134.43,134.66,131.93,132.44,AAPL,91266545,HISTORICAL_PRICES,AAPL,,2021-04-13,1628263021000,0.038791438065064604,0.038791438065064604,132.44,134.43,134.66,131.93,91266545,132.0176,134.0013,134.2305,131.5093,91266545,"Apr 13, 21",3.1899999999999977,0.0243
132.03,135,131.655,134.94,AAPL,87222782,HISTORICAL_PRICES,AAPL,,2021-04-14,1628263183000,0.02024573062359945,0.02024573062359945,134.94,132.03,135,131.655,87222782,134.5097,131.6089,134.5695,131.2351,87222782,"Apr 14, 21",-2.4000000000000057,-0.0179
134.5,135,133.64,133.82,AAPL,89347102,HISTORICAL_PRICES,AAPL,,2021-04-15,1628263089000,0.03933235453210728,0.03933235453210728,133.82,134.5,135,133.64,89347102,133.3932,134.0711,134.5695,133.2138,89347102,"Apr 15, 21",2.469999999999999,0.0187
134.16,134.67,133.28,134.3,AAPL,84922386,HISTORICAL_PRICES,AAPL,,2021-04-16,1628263018000,0.0367050459778997,0.0367050459778997,134.3,134.16,134.67,133.28,84922386,133.8717,133.7321,134.2405,132.855,84922386,"Apr 16, 21",-0.3400000000000034,-0.0025
134.84,135.47,133.34,133.51,AAPL,94264215,HISTORICAL_PRICES,AAPL,,2021-04-19,1628263082000,0.041959663086314866,0.041959663086314866,133.51,134.84,135.47,133.34,94264215,133.0842,134.41,135.038,132.9148,94264215,"Apr 19, 21",0.6800000000000068,0.0051
133.11,135.53,131.81,135.02,AAPL,94812349,HISTORICAL_PRICES,AAPL,,2021-04-20,1628263067000,0.028591298972258844,0.028591298972258844,135.02,133.11,135.53,131.81,94812349,134.5894,132.6855,135.0978,131.3896,94812349,"Apr 20, 21",-1.7299999999999898,-0.0128
133.5,133.75,131.3001,132.36,AAPL,68847136,HISTORICAL_PRICES,AAPL,,2021-04-21,1628262974000,0.03160497643149682,0.03160497643149682,132.36,133.5,133.75,131.3001,68847136,131.9379,133.0742,133.3235,130.8814,68847136,"Apr 21, 21",0.38999999999998636,0.0029
131.94,134.15,131.41,133.04,AAPL,84566456,HISTORICAL_PRICES,AAPL,,2021-04-22,1628263067000,0.01955026659454448,0.01955026659454448,133.04,131.94,134.15,131.41,84566456,132.6157,131.5192,133.7222,130.9909,84566456,"Apr 22, 21",-1.5600000000000023,-0.0117
134.32,135.12,132.16,132.16,AAPL,78756779,HISTORICAL_PRICES,AAPL,,2021-04-23,1628263089000,0.03794142647399735,0.03794142647399735,132.16,134.32,135.12,132.16,78756779,131.7385,133.8916,134.6891,131.7385,78756779,"Apr 23, 21",2.3799999999999955,0.018
134.72,135.06,133.56,134.83,AAPL,66905069,HISTORICAL_PRICES,AAPL,,2021-04-26,1628262974000,0.04103237771424158,0.04103237771424158,134.83,134.72,135.06,133.56,66905069,134.4,134.2904,134.6293,133.1341,66905069,"Apr 26, 21",0.4000000000000057,0.003
134.39,135.41,134.11,135.01,AAPL,66015804,HISTORICAL_PRICES,AAPL,,2021-04-27,1628263001000,0.038482342941040026,0.038482342941040026,135.01,134.39,135.41,134.11,66015804,134.5794,133.9614,134.9782,133.6823,66015804,"Apr 27, 21",-0.3300000000000125,-0.0024
133.58,135.02,133.08,134.31,AAPL,107760097,HISTORICAL_PRICES,AAPL,,2021-04-28,1628262978000,0.03222316667954576,0.03222316667954576,134.31,133.58,135.02,133.08,107760097,133.8817,133.154,134.5894,132.6556,107760097,"Apr 28, 21",-0.8099999999999739,-0.006
133.48,137.07,132.45,136.47,AAPL,151100953,HISTORICAL_PRICES,AAPL,,2021-04-29,1628263018000,0.03145042886948453,0.03145042886948453,136.47,133.48,137.07,132.45,151100953,136.0348,133.0543,136.6329,132.0276,151100953,"Apr 29, 21",-0.10000000000002274,-0.0007
131.46,133.56,131.065,131.78,AAPL,109839466,HISTORICAL_PRICES,AAPL,,2021-04-30,1628263082000,0.015841125106251536,0.015841125106251536,131.78,131.46,133.56,131.065,109839466,131.3597,131.0408,133.1341,130.647,109839466,"Apr 30, 21",-2.019999999999982,-0.0151
132.54,134.07,131.83,132.04,AAPL,75135100,HISTORICAL_PRICES,AAPL,,2021-05-03,1628263183000,0.024186693454910715,0.024186693454910715,132.04,132.54,134.07,131.83,75135100,131.6189,132.1173,133.6424,131.4096,75135100,"May 3, 21",1.079999999999984,0.0082
127.85,131.4899,126.7,131.19,AAPL,137564718,HISTORICAL_PRICES,AAPL,,2021-05-04,1628263001000,-0.01205470983695234,-0.01205470983695234,131.19,127.85,131.4899,126.7,137564718,130.7716,127.4423,131.0706,126.2959,137564718,"May 4, 21",-4.689999999999998,-0.0354
128.1,130.45,127.97,129.2,AAPL,84000900,HISTORICAL_PRICES,AAPL,,2021-05-05,1628263007000,-0.010122865311799725,-0.010122865311799725,129.2,128.1,130.45,127.97,84000900,128.788,127.6915,130.034,127.5619,84000900,"May 5, 21",0.25,0.002
129.74,129.75,127.13,127.89,AAPL,78128334,HISTORICAL_PRICES,AAPL,,2021-05-06,1628263021000,0.0025500347732015493,0.0025500347732015493,127.89,129.74,129.75,127.13,78128334,127.4821,129.3262,129.3362,126.7246,78128334,"May 6, 21",1.6400000000000148,0.0128
130.21,131.2582,129.475,130.85,AAPL,78973273,HISTORICAL_PRICES,AAPL,,2021-05-07,1628263018000,0.0061819024804884585,0.0061819024804884585,130.85,130.21,131.2582,129.475,78973273,130.6542,130.0152,131.0618,129.2813,78973273,"May 7, 21",0.46999999999999886,0.0036
126.85,129.54,126.81,129.41,AAPL,88071229,HISTORICAL_PRICES,AAPL,,2021-05-10,1628263006000,-0.019782087937562802,-0.019782087937562802,129.41,126.85,129.54,126.81,88071229,129.2164,126.6602,129.3462,126.6203,88071229,"May 10, 21",-3.3600000000000136,-0.0258
125.91,126.27,122.77,123.5,AAPL,126142826,HISTORICAL_PRICES,AAPL,,2021-05-11,1628263183000,-0.027045823352136622,-0.027045823352136622,123.5,125.91,126.27,122.77,126142826,123.3152,125.7216,126.0811,122.5863,126142826,"May 11, 21",-0.9399999999999977,-0.0074
122.77,124.64,122.25,123.4,AAPL,112172282,HISTORICAL_PRICES,AAPL,,2021-05-12,1628263064000,-0.05130979058805348,-0.05130979058805348,123.4,122.77,124.64,122.25,112172282,123.2154,122.5863,124.4535,122.0671,112172282,"May 12, 21",-3.1400000000000006,-0.0249
124.97,126.15,124.26,124.58,AAPL,105861339,HISTORICAL_PRICES,AAPL,,2021-05-13,1628262978000,-0.034309558766710435,-0.034309558766710435,124.58,124.97,126.15,124.26,105861339,124.3936,124.783,125.9613,124.0741,105861339,"May 13, 21",2.200000000000003,0.0179
127.45,127.89,125.85,126.25,AAPL,81917951,HISTORICAL_PRICES,AAPL,,2021-05-14,1628263021000,-0.015145661077196459,-0.015145661077196459,126.25,127.45,127.89,125.85,81917951,126.0611,127.2593,127.6987,125.6617,81917951,"May 14, 21",2.480000000000004,0.0198
126.27,126.93,125.17,126.82,AAPL,74244624,HISTORICAL_PRICES,AAPL,,2021-05-17,1628262978000,-0.02426396723591686,-0.02426396723591686,126.82,126.27,126.93,125.17,74244624,126.6303,126.0811,126.7401,124.9827,74244624,"May 17, 21",-1.1800000000000068,-0.0093
124.85,126.99,124.78,126.56,AAPL,63342929,HISTORICAL_PRICES,AAPL,,2021-05-18,1628263082000,-0.03523684413878373,-0.03523684413878373,126.56,124.85,126.99,124.78,63342929,126.3707,124.6632,126.8,124.5933,63342929,"May 18, 21",-1.4200000000000017,-0.0112
124.69,124.915,122.86,123.16,AAPL,92611989,HISTORICAL_PRICES,AAPL,,2021-05-19,1628263006000,-0.036473224634881375,-0.036473224634881375,123.16,124.69,124.915,122.86,92611989,122.9758,124.5035,124.7281,122.6762,92611989,"May 19, 21",-0.1599999999999966,-0.0013
127.31,127.72,125.1,125.23,AAPL,76857123,HISTORICAL_PRICES,AAPL,,2021-05-20,1628263007000,-0.01622749401128193,-0.01622749401128193,125.23,127.31,127.72,125.1,76857123,125.0427,127.1195,127.5289,124.9129,76857123,"May 20, 21",2.6200000000000045,0.021
